PARENT_CHILD_ID,ACTION_DATETIME,PARENT_UNIQUE_ID,CHILD_UNIQUE_ID,IDENTITY_CONTINUED,PUBLIC_BODY_EFFECTIVE_DATETIME,RECORD_CREATED_DATETIME,RECORD_ENDED_DATETIME,RECORD_CREATED_USER,RECORD_ENDED_USER
019cd39a-4163-7436-9526-5558b3201fd1,1986-01-01T15:00:00-07:00,019cbf02-e50e-7166-a9b3-4fcdba6eddb1,019cbf02-e50e-7679-bc92-eb438bcaddd8,,1978-01-01T15:00:00-07:00,2026-01-01T00:00:00-00:00,,mdwilkie,
019cd39a-4163-7436-9c6d-f1169e4b0c36,1986-01-01T15:00:00-07:00,019cbf02-e50e-7166-a9b3-4fcdba6eddb1,019cbf02-e50e-7255-9195-62972b69b36e,,1978-01-01T15:00:00-07:00,2026-01-01T00:00:00-00:00,,mdwilkie,
019cd39a-4163-7eee-87ba-6ca1cc69533f,2017-01-01T15:00:00-07:00,019cbf02-e50e-717c-9c3f-fa05e9ef4f1c,019cbf02-e50e-730a-8646-a2d52f15f13e,T,2008-01-01T15:00:00-07:00,2026-01-01T00:00:00-00:00,,mdwilkie,
019cd39a-4163-7000-a1eb-ccbbc15f1782,2017-01-01T15:00:00-07:00,019cbf02-e50e-717c-9c3f-fa05e9ef4f1c,019cbf02-e50e-745e-b70d-14d1fcdd6355,,2008-01-01T15:00:00-07:00,2026-01-01T00:00:00-00:00,,mdwilkie,
019cd39a-4163-78d3-8a04-cd02992b60c8,1988-01-01T15:00:00-07:00,019cbf02-e50e-7255-9195-62972b69b36e,019cbf02-e50e-7c8c-8eca-f3eb539b69c2, ,1986-01-01T15:00:00-07:00,2026-01-01T00:00:00-00:00,,mdwilkie,
019cd39a-4163-7cd8-b90d-86c32c222dbe,1988-01-01T15:00:00-07:00,019cbf02-e50e-7255-9195-62972b69b36e,019cbf02-e50e-7c5c-9bca-1957ef8c0913,T,1986-01-01T15:00:00-07:00,2026-01-01T00:00:00-00:00,,mdwilkie,
019cd39a-4163-75f2-8798-476024851256,1991-07-01T15:00:00-07:00,019cbf02-e50e-72f3-8c64-e6b83a647ba5,019cbf02-e50e-7730-9a20-13c678f0732c,,1991-01-01T15:00:00-07:00,2026-01-01T00:00:00-00:00,,mdwilkie,
019cd39a-4163-72be-ad2a-836f706df951,2011-01-01T15:00:00-07:00,019cbf02-e50e-7537-8809-18433f9d1b1a,019cbf02-e50e-7cdd-ba3a-6791808465f4,T,2010-01-01T15:00:00-07:00,2026-01-01T00:00:00-00:00,,mdwilkie,
019cd39a-4163-7e83-8746-29e49d45b2d5,1988-01-01T15:00:00-07:00,019cbf02-e50e-7679-bc92-eb438bcaddd8,019cbf02-e50e-781a-9774-5abc7e1d327c,T,1986-01-01T15:00:00-07:00,2026-01-01T00:00:00-00:00,,mdwilkie,
019cd39a-4163-7016-b685-57c0fe07c9c5,1988-01-01T15:00:00-07:00,019cbf02-e50e-7679-bc92-eb438bcaddd8,019cbf02-e50e-76c9-aa65-503b6347eb62,,1986-01-01T15:00:00-07:00,2026-01-01T00:00:00-00:00,,mdwilkie,
019cd39a-4163-70d0-b152-9717405637a1,2001-01-01T15:00:00-07:00,019cbf02-e50e-7688-8e57-377c9132c016,019cbf02-e50e-7f9d-b1e2-e06175f08d27,,2001-01-01T15:00:00-07:00,2026-01-01T00:00:00-00:00,,mdwilkie,
019cd39a-4163-780c-9134-2ea55c50bca7,1991-01-01T15:00:00-07:00,019cbf02-e50e-76c9-aa65-503b6347eb62,019cbf02-e50e-72f3-8c64-e6b83a647ba5,,1988-01-01T15:00:00-07:00,2026-01-01T00:00:00-00:00,,mdwilkie,
019cd39a-4163-7b93-920c-1b4b0b05b0e3,2025-07-01T15:00:00-07:00,019cbf02-e50e-76f2-9169-a2e8689dcde7,019cbf02-e50e-7b1f-a69b-bf57fdb598cd,T,2022-01-01T15:00:00-07:00,2026-01-01T00:00:00-00:00,,mdwilkie,
019cd39a-4163-74c2-beb4-efa80c456afd,2001-01-01T15:00:00-07:00,019cbf02-e50e-7730-9a20-13c678f0732c,019cbf02-e50e-7c45-ad71-d297dde98ab1,T,1991-07-01T15:00:00-07:00,2026-01-01T00:00:00-00:00,,mdwilkie,
019cd39a-4163-7b81-b8e2-b351c49e4591,2001-01-01T15:00:00-07:00,019cbf02-e50e-7730-9a20-13c678f0732c,019cbf02-e50e-7cec-9406-6bc1d392aec0,,1991-07-01T15:00:00-07:00,2026-01-01T00:00:00-00:00,,mdwilkie,
019cd39a-4163-72d7-9041-5c347b2142e3,2022-01-01T15:00:00-07:00,019cbf02-e50e-773f-947b-e709e6116a6c,019cbf02-e50e-71e4-a922-756e929a7aee,T,2017-01-01T15:00:00-07:00,2026-01-01T00:00:00-00:00,,mdwilkie,
019cd39a-4163-756e-837d-f98c2560d0db,2022-01-01T15:00:00-07:00,019cbf02-e50e-773f-947b-e709e6116a6c,019cbf02-e50e-77e5-8761-942dd146e223,,2017-01-01T15:00:00-07:00,2026-01-01T00:00:00-00:00,,mdwilkie,
019cd39a-4163-7460-9747-d9c759e66bb8,2010-01-01T15:00:00-07:00,019cbf02-e50e-77b4-8de9-9d37b5576dc3,019cbf02-e50e-7a81-846e-90fc2c642500,,2005-01-01T15:00:00-07:00,2026-01-01T00:00:00-00:00,,mdwilkie,
019cd39a-4163-77ad-9e9a-ec8843396f2f,2017-01-01T15:00:00-07:00,019cbf02-e50e-77b4-8de9-9d37b5576dc3,019cbf02-e50e-7b17-aa3a-40ef5040ce13,T,2005-01-01T15:00:00-07:00,2026-01-01T00:00:00-00:00,,mdwilkie,
019cd39a-4163-789c-978b-4000779601fb,2022-07-01T15:00:00-07:00,019cbf02-e50e-77e5-8761-942dd146e223,019cbf02-e50e-746f-a956-9ed511fdca1a,T,2022-01-01T15:00:00-07:00,2026-01-01T00:00:00-00:00,,mdwilkie,
019cd39a-4163-7ece-8326-84b05fc3b049,2024-11-18T15:00:00-07:00,019cbf02-e50e-77eb-b6b8-07554f1198d4,019cbf02-e50e-77c7-a28b-25bdd3015d9f,,2020-01-01T15:00:00-07:00,2026-01-01T00:00:00-00:00,,mdwilkie,
019cd39a-4163-758a-8168-6ed8f4bef4e1,1991-07-01T15:00:00-07:00,019cbf02-e50e-781a-9774-5abc7e1d327c,019cbf02-e50e-7730-9a20-13c678f0732c,,1988-01-01T15:00:00-07:00,2026-01-01T00:00:00-00:00,,mdwilkie,
019cd39a-4163-7f6e-821a-0ff323ed0324,2010-01-01T15:00:00-07:00,019cbf02-e50e-7889-b4c7-4f48c1aa7b12,019cbf02-e50e-7a81-846e-90fc2c642500,T,2005-01-01T15:00:00-07:00,2026-01-01T00:00:00-00:00,,mdwilkie,
019cd39a-4163-7368-8e49-be94c27dc6ea,2010-01-01T15:00:00-07:00,019cbf02-e50e-7889-b4c7-4f48c1aa7b12,019cbf02-e50e-7998-9c93-2a8624180292,,2005-01-01T15:00:00-07:00,2026-01-01T00:00:00-00:00,,mdwilkie,
019cd39a-4163-721a-b64f-b15f0f5c0bac,2010-01-01T15:00:00-07:00,019cbf02-e50e-7889-b4c7-4f48c1aa7b12,019cbf02-e50e-7537-8809-18433f9d1b1a,,2005-01-01T15:00:00-07:00,2026-01-01T00:00:00-00:00,,mdwilkie,
019cd39a-4163-7dfb-886c-3a22e74be539,2011-01-01T15:00:00-07:00,019cbf02-e50e-7998-9c93-2a8624180292,019cbf02-e50e-7cdd-ba3a-6791808465f4,,2010-01-01T15:00:00-07:00,2026-01-01T00:00:00-00:00,,mdwilkie,
019cd39a-4163-7c67-87bb-e4ac9cff4273,2020-01-01T15:00:00-07:00,019cbf02-e50e-7a81-846e-90fc2c642500,019cbf02-e50e-7cbe-963b-8838bebcebfa,T,2010-01-01T15:00:00-07:00,2026-01-01T00:00:00-00:00,,mdwilkie,
019cd39a-4163-7506-b163-5e817a3f9736,2024-11-18T15:00:00-07:00,019cbf02-e50e-7b0a-ad3a-58a1da1876b4,019cbf02-e50e-7d67-baa2-2b2380febecf,T,2020-01-01T15:00:00-07:00,2026-01-01T00:00:00-00:00,,mdwilkie,
019cd39a-4163-71ed-a132-48cc31b7b02f,2024-11-18T15:00:00-07:00,019cbf02-e50e-7b0a-ad3a-58a1da1876b4,019cbf02-e50e-7d10-972a-1b5952e4c541,,2020-01-01T15:00:00-07:00,2026-01-01T00:00:00-00:00,,mdwilkie,
019cd39a-4163-777a-9121-a420ac6aacf4,2024-11-18T15:00:00-07:00,019cbf02-e50e-7b17-aa3a-40ef5040ce13,019cbf02-e50e-7d67-baa2-2b2380febecf,,2017-01-01T15:00:00-07:00,2026-01-01T00:00:00-00:00,,mdwilkie,
