PARENT_CHILD_ID,ACTION_DATETIME,PARENT_UNIQUE_ID,CHILD_UNIQUE_ID,IDENTITY_CONTINUED,PUBLIC_BODY_EFFECTIVE_DATETIME,RECORD_CREATED_DATETIME,RECORD_ENDED_DATETIME,RECORD_CREATED_USER,RECORD_ENDED_USER
019cd39a-4163-7a68-886a-63f61919b854,2024-11-18T15:00:00-07:00,019cbf02-e50e-7b17-aa3a-40ef5040ce13,019cbf02-e50e-7134-a162-97e2420681a9,T,2017-01-01T15:00:00-07:00,2026-01-01T00:00:00-00:00,,mdwilkie,
019cd39a-4163-733a-bf8c-ed5961d3e643,2005-01-01T15:00:00-07:00,019cbf02-e50e-7c0b-b7b8-ebabb4397ba8,019cbf02-e50e-7889-b4c7-4f48c1aa7b12,T,2000-01-01T15:00:00-07:00,2026-01-01T00:00:00-00:00,,mdwilkie,
019cd39a-4163-7ed2-9e44-60606bce5140,2005-01-01T15:00:00-07:00,019cbf02-e50e-7c45-ad71-d297dde98ab1,019cbf02-e50e-7889-b4c7-4f48c1aa7b12,,2001-01-01T15:00:00-07:00,2026-01-01T00:00:00-00:00,,mdwilkie,
019cd39a-4163-70ea-ae19-4cfd9e50e3c3,2005-01-01T15:00:00-07:00,019cbf02-e50e-7c45-ad71-d297dde98ab1,019cbf02-e50e-77b4-8de9-9d37b5576dc3,,2001-01-01T15:00:00-07:00,2026-01-01T00:00:00-00:00,,mdwilkie,
019cd39a-4163-7ed5-bbf7-1cb6c4536ddb,2024-11-18T15:00:00-07:00,019cbf02-e50e-7c54-bdad-e34b8d3d061b,019cbf02-e50e-7f95-bc50-2fd40fb27a2b,,2008-01-01T15:00:00-07:00,2026-01-01T00:00:00-00:00,,mdwilkie,
019cd39a-4163-76e7-90b3-c2932eda8c73,2024-11-18T15:00:00-07:00,019cbf02-e50e-7c54-bdad-e34b8d3d061b,019cbf02-e50e-7d50-8250-cde29050d08e,T,2008-01-01T15:00:00-07:00,2026-01-01T00:00:00-00:00,,mdwilkie,
019cd39a-4163-72ff-9378-b44d1d634115,2005-01-01T15:00:00-07:00,019cbf02-e50e-7c5c-9bca-1957ef8c0913,019cbf02-e50e-7dfa-8365-7319fae96dcf,T,1988-01-01T15:00:00-07:00,2026-01-01T00:00:00-00:00,,mdwilkie,
019cd39a-4163-7601-b78d-92d6af28061a,1991-01-01T15:00:00-07:00,019cbf02-e50e-7c8c-8eca-f3eb539b69c2,019cbf02-e50e-72f3-8c64-e6b83a647ba5,,1988-01-01T15:00:00-07:00,2026-01-01T00:00:00-00:00,,mdwilkie,
019cd39a-4163-7bdc-9e4c-5764200b11eb,1986-01-01T15:00:00-07:00,019cbf02-e50e-7cad-a6fd-7e3428a971bd,019cbf02-e50e-7679-bc92-eb438bcaddd8,T,1979-01-01T15:00:00-07:00,2026-01-01T00:00:00-00:00,,mdwilkie,
019cd39a-4163-72ff-b298-5de609947cd3,2022-01-01T15:00:00-07:00,019cbf02-e50e-7cbe-963b-8838bebcebfa,019cbf02-e50e-71a5-991b-3fa09a918796,T,2020-01-01T15:00:00-07:00,2026-01-01T00:00:00-00:00,,mdwilkie,
019cd39a-4163-7b14-ae98-342229a0efb9,2017-01-01T15:00:00-07:00,019cbf02-e50e-7cdd-ba3a-6791808465f4,019cbf02-e50e-773f-947b-e709e6116a6c,T,2011-01-01T15:00:00-07:00,2026-01-01T00:00:00-00:00,,mdwilkie,
019cd39a-4163-7921-bbdb-62a50b01d728,2024-11-18T15:00:00-07:00,019cbf02-e50e-7ce6-b367-083a68e24ef6,019cbf02-e50e-77c7-a28b-25bdd3015d9f,T,2022-01-01T15:00:00-07:00,2026-01-01T00:00:00-00:00,,mdwilkie,
019cd39a-4163-741f-bbec-1862b1d90917,2005-01-01T15:00:00-07:00,019cbf02-e50e-7cec-9406-6bc1d392aec0,019cbf02-e50e-77b4-8de9-9d37b5576dc3,T,2001-01-01T15:00:00-07:00,2026-01-01T00:00:00-00:00,,mdwilkie,
019cd39a-4163-747d-80fd-3728b254e54e,2010-01-01T15:00:00-07:00,019cbf02-e50e-7dfa-8365-7319fae96dcf,019cbf02-e50e-7998-9c93-2a8624180292,T,2005-01-01T15:00:00-07:00,2026-01-01T00:00:00-00:00,,mdwilkie,
019cd39a-4163-7b22-a773-9dca779bb1df,2010-01-01T15:00:00-07:00,019cbf02-e50e-7dfa-8365-7319fae96dcf,019cbf02-e50e-7537-8809-18433f9d1b1a,,2005-01-01T15:00:00-07:00,2026-01-01T00:00:00-00:00,,mdwilkie,
019cd39a-4163-7c2b-9476-ddfc66b35c77,1986-01-01T15:00:00-07:00,019cbf02-e50e-7eed-9c41-05eaae4d1404,019cbf02-e50e-7255-9195-62972b69b36e,T,1976-01-01T15:00:00-07:00,2026-01-01T00:00:00-00:00,,mdwilkie,
