public_body_id	name	type_id	effective_date	last_effective_date	last_update_datetime	last_update_user
019be1ec-a678-770f-a8db-8cbfba2e8f7a	Environmental Appeal Board	019be200-9a20-78bb-8e0d-d122a10a8e42				bsparks
019be1ec-a678-769b-9342-eddaafec35b4	Financial Services Tribunal	019be200-9a20-78bb-8e0d-d122a10a8e42				bsparks
019be1ec-a678-739f-8d13-4a3bc537b0c6	Forest Appeals Commission	019be200-9a20-78bb-8e0d-d122a10a8e42				bsparks
019be1ec-a678-7e7d-b187-f7c3bf445886	Forest Practices Board	019be200-9a20-78bb-8e0d-d122a10a8e42				bsparks
019be1ec-a678-70d1-a180-73f35c08f85a	Health Care Practitioners' Special Committee for Audit Hearings	019be200-9a20-78bb-8e0d-d122a10a8e42				bsparks
019be1ec-a678-7447-a186-919024aa03ca	Health Professions Review Board	019be200-9a20-78bb-8e0d-d122a10a8e42				bsparks
019be1ec-a678-7012-8733-2d5823ea1bbb	Hospital Appeal Board	019be200-9a20-78bb-8e0d-d122a10a8e42				bsparks
019be1ec-a678-74e9-962c-9593c2c30442	Labour Relations Board	019be200-9a20-78bb-8e0d-d122a10a8e42				bsparks
019be1ec-a678-7c16-8196-db13bacaf077	Mental Health Review Board	019be200-9a20-78bb-8e0d-d122a10a8e42				bsparks
019be1ec-a678-7479-9b89-d8d19a7cec17	Property Assessment Appeal Board	019be200-9a20-78bb-8e0d-d122a10a8e42				bsparks
019be1ec-a678-7c50-a790-105597e2a74d	Property Assessment Review Panels	019be200-9a20-78bb-8e0d-d122a10a8e42				bsparks
019be1ec-a678-7dbc-a3d8-ea917ee96b99	Safety Standards Appeal Board	019be200-9a20-78bb-8e0d-d122a10a8e42				bsparks
019be1ec-a678-7841-9d33-ff6f87a57427	Skilled Trades BC Appeal Board	019be200-9a20-78bb-8e0d-d122a10a8e42				bsparks
019be1ec-a678-773f-9d4e-03e784519fbb	Surface Rights Board	019be200-9a20-78bb-8e0d-d122a10a8e42				bsparks
019be1ec-a678-7d94-8150-3c1008545c10	Workers' Compensation Appeal Tribunal	019be200-9a20-78bb-8e0d-d122a10a8e42				bsparks
019be1ec-a678-7ef7-a85a-59510b19f8e3	Applied Science Technologists and Technicians of BC	019be211-596a-7b70-9301-da517ea67f9b				bsparks
019be1ec-a678-71ba-89b1-e676f457562d	Architectural Institute of BC	019be211-596a-7b70-9301-da517ea67f9b				bsparks
019be1ec-a678-764c-8650-38f95992b7ae	Association of BC Land Surveyors	019be211-596a-7b70-9301-da517ea67f9b				bsparks
019be1ec-a678-759b-a3ae-c683f25138b4	BC Association for Crane Safety	019be211-596a-7b70-9301-da517ea67f9b				bsparks
019be1ec-a678-7fb0-b233-a979270677db	BC College of Nurses and Midwives	019be211-596a-7b70-9301-da517ea67f9b				bsparks
019be1ec-a678-7051-af65-7088fbbb7845	BC College of Oral Health Professionals	019be211-596a-7b70-9301-da517ea67f9b				bsparks
019be1ec-a678-7962-983a-62c71271d91f	BC College of Social Workers	019be211-596a-7b70-9301-da517ea67f9b				bsparks
019be1ec-a678-7324-b013-acf381e0ff07	BC Financial Services Authority	019be211-596a-7b70-9301-da517ea67f9b				bsparks
019be1ec-a678-7479-b9bb-3d7bfd230980	BC Forest Safety Council	019be211-596a-7b70-9301-da517ea67f9b				bsparks
019be1ec-a678-70b5-802c-780b2612a883	BC Institute of Agrologists	019be211-596a-7b70-9301-da517ea67f9b				bsparks
019be1ec-a678-7a72-886f-74da93f01d52	BC Registered Music Teachers Association	019be211-596a-7b70-9301-da517ea67f9b				bsparks
019be1ec-a678-78b1-a364-8b9819b794fe	BC Securities Commission	019be211-596a-7b70-9301-da517ea67f9b				bsparks
019be1ec-a678-7b3d-a44f-64c7668dcde7	BC Society of Landscape Architects	019be211-596a-7b70-9301-da517ea67f9b				bsparks
019be1ec-a678-7e3c-a1ea-f4d4525e0642	Building Officials Association of BC	019be211-596a-7b70-9301-da517ea67f9b				bsparks
019be1ec-a678-7894-abf8-a7c731486314	Chartered Professional Accountants BC	019be211-596a-7b70-9301-da517ea67f9b				bsparks
019be1ec-a678-7d8a-bdbf-cc9815d358bb	College of Applied Biology	019be211-596a-7b70-9301-da517ea67f9b				bsparks
019be1ec-a678-73d6-b7a6-9ef9ca504ac8	College of Complementary Health Professionals of BC	019be211-596a-7b70-9301-da517ea67f9b				bsparks
019be1ec-a678-7f3f-b128-4e889be81d3f	College of Health and Care Professionals of BC	019be211-596a-7b70-9301-da517ea67f9b				bsparks
019be1ec-a678-776a-92d4-32ddce2f1edd	College of Pharmacists of BC	019be211-596a-7b70-9301-da517ea67f9b				bsparks
019be1ec-a678-72ff-ad08-094ac53357ac	College of Physicians and Surgeons of BC	019be211-596a-7b70-9301-da517ea67f9b				bsparks
019be1ec-a678-79c2-955f-cde509e0b325	College of Veterinarians of BC	019be211-596a-7b70-9301-da517ea67f9b				bsparks
019be1ec-a678-7a32-b95e-a03f1ca0a6aa	Consumer Protection BC	019be211-596a-7b70-9301-da517ea67f9b				bsparks
019be1ec-a678-7a22-b706-4742e8183b17	Driver Training Industry of BC	019be211-596a-7b70-9301-da517ea67f9b				bsparks
019be1ec-a678-7a0f-9efe-d970864fa615	Early Childhood Educator Registry	019be211-596a-7b70-9301-da517ea67f9b				bsparks
019be1ec-a678-70fe-b3c2-5a175c2f040f	Emergency Medical Assistants Licensing Board of BC	019be211-596a-7b70-9301-da517ea67f9b				bsparks
019be1ec-a678-7c53-a550-d74e6ff0c729	Engineers and Geoscientists BC	019be211-596a-7b70-9301-da517ea67f9b				bsparks
019be1ec-a678-75f8-896d-13653fb48300	Environmental Operators Certification Program	019be211-596a-7b70-9301-da517ea67f9b				bsparks
019be1ec-a678-78d1-8e9f-62cea8e67b00	Forest Professionals British Columbia (Association of BC Forest Professionals)	019be211-596a-7b70-9301-da517ea67f9b				bsparks
019be1ec-a678-768c-9789-ba213e35f77e	Insurance Council of BC	019be211-596a-7b70-9301-da517ea67f9b				bsparks
019be1ec-a678-7793-baf1-1d59c4321263	Integrated Pest Management Program	019be211-596a-7b70-9301-da517ea67f9b				bsparks
019be1ec-a678-79e0-80c7-3f2c382f5b85	Law Society of BC	019be211-596a-7b70-9301-da517ea67f9b				bsparks
019be1ec-a678-7c78-a30b-d858d232c15b	Mining Health & Safety Branch	019be211-596a-7b70-9301-da517ea67f9b				bsparks
019be1ec-a678-7516-a940-92ef15009820	Office for International Credential Recognition	019be211-596a-7b70-9301-da517ea67f9b				bsparks
019be1ec-a678-7b2f-9143-7447ccc72c29	Security Industry Licensing	019be211-596a-7b70-9301-da517ea67f9b				bsparks
019be1ec-a678-75cc-b48e-669688ea5b97	Skilled Trades BC	019be211-596a-7b70-9301-da517ea67f9b				bsparks
019be1ec-a678-7bc3-a003-b7d44c61ec6d	Society of Notaries Public of BC	019be211-596a-7b70-9301-da517ea67f9b				bsparks
019be1ec-a678-7e55-a0a7-edc1a23d6d11	Teacher Regulation Branch	019be211-596a-7b70-9301-da517ea67f9b				bsparks
019be1ec-a678-7319-a470-690278feefc1	Technical Safety BC	019be211-596a-7b70-9301-da517ea67f9b				bsparks
019be1ec-a678-7d30-9c2f-51d188d40812	Timber Pricing Branch	019be211-596a-7b70-9301-da517ea67f9b				bsparks
019be1ec-a678-7e47-bb07-7ba0f4a4fc4c	Well Driller and Well Pump Installer Registry	019be211-596a-7b70-9301-da517ea67f9b				bsparks
019be1ec-a678-761c-8676-c61e8610faab	WorkSafe BC	019be211-596a-7b70-9301-da517ea67f9b				bsparks
